EDUC,EXPE,EDSUP,MUJER,SALARIO
10,17,0,1,4.192644
14,11,0,1,6.944425
12,36,0,1,14.60166
10,12,0,0,12.08317
6,27,0,0,5.59592
14,14,0,0,30.90982
14,15,0,0,17.27718
14,7,0,1,8.8945
10,44,0,0,16.19511
17,10,1,1,9.852951
12,26,0,1,12.23997
6,22,0,0,10.51741
6,38,0,1,5.387356
17,21,1,0,10.67534
10,20,0,1,7.504917
12,7,0,1,10.73172
10,23,0,1,5.171207
10,27,0,0,7.171552
12,9,0,1,9.259425
17,22,1,0,76.62839
10,7,0,1,6.377011
15,12,1,1,14.52874
10,10,0,0,8.199597
10,7,0,0,12.02833
6,50,0,0,8.208621
10,13,0,1,4.372874
10,28,0,0,11.23805
17,13,1,1,10.39036
17,24,1,1,12.80788
12,18,0,1,10.74318
12,24,0,0,21.78141
15,7,1,0,6.893446
14,7,0,0,14.35341
12,20,0,0,11.49856
6,21,0,0,7.387989
15,25,1,1,23.25992
10,21,0,0,4.694655
10,24,0,0,8.228908
14,15,0,0,22.36874
10,4,0,0,4.232031
10,8,0,1,4.289049
10,13,0,0,11.59504
17,1,1,0,8.326708
10,15,0,1,6.020402
6,46,0,0,5.773219
10,23,0,0,7.948873
12,8,0,0,7.743383
18,13,1,0,12.83408
6,13,0,1,7.03194
14,27,0,0,5.610919
10,23,0,0,13.05584
10,13,0,1,7.90249
12,24,0,0,18.4127
6,15,0,1,7.231632
10,24,0,0,18.04061
12,8,0,0,8.07977
17,12,1,0,17.24138
6,20,0,1,6.22069
10,16,0,1,7.255173
10,27,0,0,9.385869
15,7,1,0,12.87368
6,30,0,0,9.965115
15,10,1,1,6.574713
17,31,1,0,24.73806
12,17,0,1,9.128013
6,41,0,0,16.60822
15,8,1,1,13.6911
6,32,0,1,6.843119
15,25,1,0,10.99535
12,25,0,0,12.83092
10,36,0,0,7.354196
15,10,1,1,13.98784
12,34,0,0,7.713678
10,22,0,0,4.798529
12,3,0,1,7.500536
12,40,0,0,6.582069
6,34,0,0,9.565862
10,28,0,0,13.45109
10,24,0,1,5.630977
10,15,0,0,6.710977
14,12,0,0,9.998914
10,14,0,0,8.939253
15,6,1,1,13.22877
12,5,0,0,5.565194
6,15,0,0,7.988736
12,21,0,0,9.785058
17,16,1,0,11.87069
12,25,0,1,8.863046
17,29,1,1,22.17057
10,25,0,1,5.761389
14,29,0,1,12.41442
6,30,0,1,4.840731
6,36,0,0,10.08611
10,28,0,0,11.82891
10,14,0,0,11.02879
12,28,0,0,9.281533
10,5,0,1,5.653355
6,36,0,0,16.519
12,23,0,1,7.476781
6,13,0,0,10.36979
12,37,0,0,13.15073
6,28,0,0,6.746724
12,15,0,1,7.14647
6,40,0,0,8.15454
6,44,0,0,9.767587
14,11,0,1,9.273621
6,28,0,1,6.938506
12,21,0,1,9.963325
10,21,0,1,7.7318
10,22,0,1,7.923262
6,40,0,0,18.0031
10,20,0,0,14.75264
0,16,0,1,4.938103
10,28,0,0,12.67421
10,14,0,0,8.972142
10,22,0,0,6.701724
15,7,1,1,6.546718
0,48,0,1,30.68663
17,7,1,0,21.28563
10,20,0,1,7.823401
12,24,0,1,7.47249
15,8,1,1,20.93231
15,36,1,0,92.17224
12,29,0,1,8.993621
14,7,0,1,7.404597
10,37,0,1,12.0821
12,26,0,0,17.61425
12,23,0,1,9.591571
10,8,0,0,4.506963
17,19,1,1,6.92594
6,34,0,0,6.926897
14,32,0,1,11.81291
17,37,1,0,18.92328
15,7,1,0,13.80671
15,37,1,1,17.26678
12,11,0,0,14.17616
17,22,1,0,18.42345
14,19,0,0,9.117119
6,33,0,0,11.53448
18,8,1,1,14.30594
6,24,0,0,6.034483
17,12,1,1,14.05971
10,20,0,0,12.2242
6,51,0,0,8.889867
14,16,0,0,18.59638
14,7,0,0,8.893563
6,20,0,1,8.926208
10,22,0,0,12.91686
10,20,0,1,6.403219
10,16,0,1,8.272758
10,3,0,0,5.63523
10,52,0,1,12.77816
10,16,0,1,6.796966
17,34,1,0,22.25705
10,34,0,0,8.972012
17,16,1,0,10.38811
17,9,1,1,7.533391
12,21,0,0,7.183333
10,25,0,0,7.09477
14,7,0,0,22.84397
6,13,0,0,6.343046
12,8,0,0,12.7927
17,21,1,1,19.87077
10,8,0,1,7.268302
15,16,1,1,20.62897
12,12,0,1,9.410278
6,24,0,1,7.180953
6,28,0,0,11.79469
17,21,1,0,34.67238
12,27,0,0,14.64017
10,18,0,0,16.44639
15,21,1,1,19.56539
10,2,0,0,4.967011
14,8,0,0,13.66552
10,20,0,1,10.42032
10,6,0,1,7.128972
12,17,0,1,10.7468
15,32,1,1,11.86667
6,24,0,0,12.29621
10,30,0,0,12.32621
12,12,0,1,8.044081
12,19,0,1,9.873879
12,31,0,1,17.40657
10,24,0,0,9.673382
6,32,0,0,14.60362
12,40,0,0,25.87247
15,20,1,1,9.990862
12,41,0,0,9.139639
12,16,0,0,11.08328
6,8,0,0,9.610818
12,17,0,0,12.05275
10,19,0,0,7.292817
12,6,0,0,7.364655
6,12,0,1,6.75532
12,32,0,1,6.876322
17,18,1,0,13.59988
14,6,0,0,7.787638
12,19,0,1,9.129113
14,13,0,1,18.79825
14,21,0,0,9.156404
6,21,0,0,15.43115
12,13,0,0,8.976464
10,46,0,0,11.68812
12,15,0,1,9.061378
15,28,1,1,11.39707
17,15,1,1,6.240849
6,35,0,1,8.009195
12,6,0,1,11.13517
15,15,1,0,17.46701
17,23,1,0,15.9293
12,15,0,0,7.024024
10,43,0,0,9.875948
17,10,1,0,7.164368
17,7,1,1,8.552903
10,23,0,0,6.483737
10,11,0,0,10.6958
0,44,0,0,12.05632
14,16,0,1,9.270517
12,25,0,0,12.85081
12,6,0,1,7.42774
10,32,0,0,8.495173
14,8,0,1,10.51839
10,27,0,1,5.500805
17,9,1,1,7.932668
10,29,0,0,7.587433
17,34,1,1,15.31577
15,18,1,0,27.49322
12,20,0,0,21.25833
17,19,1,1,14.56981
15,16,1,1,18.33513
10,22,0,1,9.488307
12,35,0,0,42.85945
17,12,1,0,10.10431
17,32,1,0,20.01437
12,42,0,0,25.36345
12,25,0,1,4.721782
12,28,0,1,13.70993
6,36,0,1,5.516954
10,15,0,0,10.64724
12,18,0,0,15.2158
17,10,1,0,14.70569
10,25,0,1,10.18098
10,30,0,0,15.35917
10,15,0,0,7.485977
17,10,1,0,13.52011
17,31,1,0,56.15981
10,40,0,1,18.87494
14,10,0,0,18.60425
17,19,1,0,24.74718
10,40,0,0,14.93441
15,7,1,1,9.008736
14,5,0,0,16.09954
10,43,0,1,8.994491
6,19,0,1,4.147126
17,34,1,1,20.16441
10,8,0,0,7.201762
14,23,0,0,4.291149
10,37,0,1,9.95308
12,14,0,0,8.553333
12,13,0,1,16.26692
14,16,0,0,13.41848
10,17,0,1,10.59099
6,42,0,0,16.03444
14,18,0,0,10.05747
12,31,0,0,19.71354
17,11,1,1,20.05943
17,10,1,0,27.52099
14,42,0,0,29.70218
6,51,0,0,7.090038
6,47,0,0,11.83966
6,42,0,0,10.78404
12,11,0,1,6.807529
15,10,1,1,6.256552
14,20,0,1,15.29178
10,31,0,1,6.588161
6,24,0,1,5.75
10,21,0,0,9.124426
10,30,0,0,10.05126
10,28,0,1,11.07803
14,23,0,0,6.875862
6,14,0,0,4.430574
12,32,0,0,11.70876
17,17,1,1,22.15108
14,23,0,1,6.646667
17,13,1,0,17.08438
15,4,1,1,15.07053
10,35,0,1,8.969502
17,16,1,0,12.1996
12,17,0,0,7.345442
6,38,0,1,5.696724
12,40,0,1,19.86942
17,19,1,1,21.3112
6,42,0,0,22.40649
15,8,1,1,14.41143
14,16,0,0,10.67425
12,25,0,0,11.10581
15,10,1,1,8.733398
12,3,0,0,6.885747
6,27,0,1,11.70851
17,36,1,0,53.06374
14,10,0,1,6.308161
10,16,0,0,10.61448
14,2,0,1,8.412644
10,25,0,0,8.077873
17,18,1,0,15.22152
14,13,0,0,10.13816
10,24,0,0,6.455
6,25,0,0,5.49059
15,29,1,1,23.07652
6,51,0,0,18.83333
6,41,0,0,12.31356
10,16,0,0,6.027069
10,37,0,0,11.66483
10,22,0,1,6.413333
17,7,1,0,9.410614
6,33,0,1,11.2777
6,17,0,1,7.830213
17,20,1,0,51.08559
10,16,0,0,8.239943
17,6,1,0,22.28512
12,15,0,1,5.227471
17,20,1,0,33.52489
12,46,0,0,12.4427
6,9,0,1,5.871724
17,20,1,0,12.63443
15,9,1,1,8.523908
10,26,0,1,5.817529
14,7,0,0,14.0622
6,19,0,0,7.050138
6,14,0,1,6.123793
12,30,0,0,15.49214
10,33,0,1,7.326227
17,14,1,0,9.260803
17,14,1,0,17.44253
12,16,0,1,8.358418
6,29,0,0,13.58333
17,10,1,0,16.67162
12,21,0,0,14.37456
12,8,0,1,12.21264
15,16,1,1,14.17307
12,33,0,0,10.43523
15,4,1,1,9.41836
12,19,0,1,4.925632
17,10,1,0,13.7573
14,21,0,0,7.511035
12,30,0,0,6.908161
6,40,0,1,9.742126
10,11,0,1,6.613333
12,22,0,0,9.103161
12,33,0,1,10.92868
12,30,0,0,10.11937
10,24,0,1,5.811746
10,15,0,1,6.440166
17,9,1,0,10.2392
6,40,0,0,6.619483
12,7,0,1,7.354712
12,29,0,0,7.47546
12,37,0,0,21.32867
15,38,1,0,17.09002
12,21,0,1,10.83908
10,9,0,0,8.673889
17,8,1,1,9.052701
12,20,0,0,6.429425
6,41,0,0,9.086092
6,9,0,0,4.055156
10,17,0,0,14.64822
10,28,0,1,5.861724
12,11,0,0,9.124713
17,14,1,0,12.01762
10,42,0,1,10.11934
17,11,1,0,8.207693
12,8,0,0,6.823851
14,34,0,1,6.786734
17,10,1,0,14.60099
10,44,0,0,10.76816
10,7,0,0,9.925287
17,22,1,1,36.91756
6,19,0,0,11.36201
12,34,0,1,13.94496
10,32,0,0,8.216035
17,11,1,1,6.314626
12,20,0,0,8.953418
15,10,1,1,9.035689
6,23,0,0,5.906034
12,10,0,1,6.552012
6,50,0,0,21.13326
17,0,1,0,15.02517
12,19,0,1,9.124253
10,42,0,0,7.48546
10,31,0,1,12.29195
6,40,0,1,6.257701
14,6,0,0,4.65431
12,39,0,1,10.13368
17,12,1,1,7.487001
6,30,0,0,14.21747
17,32,1,0,20.06805
17,23,1,1,15.15133
17,17,1,1,18.80994
6,8,0,0,8.762241
12,5,0,0,6.363954
12,41,0,0,17.48338
10,32,0,1,10.58778
17,7,1,0,9.92807
12,3,0,0,4.839685
6,33,0,1,5.670192
17,9,1,1,13.34282
12,21,0,0,5.803735
6,42,0,0,9.265173
10,29,0,1,17.24545
17,5,1,1,5.794425
12,22,0,1,15.77774
6,13,0,0,6.525
12,25,0,0,10.28885
15,16,1,1,12.7792
17,13,1,1,17.16322
10,7,0,0,6.953218
6,32,0,0,6.911035
15,10,1,1,8.397604
10,15,0,1,6.219724
6,42,0,0,5.76931
6,26,0,0,7.142857
12,11,0,0,8.721896
12,36,0,0,6.944364
10,23,0,0,5.877356
10,23,0,1,9.442382
14,36,0,0,15.57056
14,6,0,1,5.890865
10,37,0,0,9.533277
10,17,0,0,5.491322
12,29,0,0,8.972012
10,30,0,1,7.291091
17,9,1,0,16.55833
12,14,0,0,9.275344
15,22,1,1,13.98601
17,11,1,1,11.97316
10,11,0,0,6.597069
6,19,0,0,7.582069
12,33,0,0,9.050903
10,31,0,1,8.532472
17,41,1,1,21.08885
10,11,0,0,6.430977
15,36,1,0,16.93787
15,13,1,1,8.516493
12,29,0,0,6.258219
15,31,1,1,6.480263
17,8,1,1,13.89402
6,29,0,0,7.015287
17,20,1,1,19.22609
17,10,1,0,12.49141
6,30,0,0,12.93621
12,7,0,1,5.234176
18,1,1,1,6.792816
15,15,1,1,5.814827
15,25,1,1,17.22316
14,20,0,0,12.12615
10,21,0,0,6.463506
10,20,0,0,7.382184
14,16,0,1,4.187598
17,20,1,0,13.72325
6,23,0,0,10.98534
10,30,0,0,8.179828
6,10,0,1,7.048103
6,38,0,1,13.80644
14,11,0,1,5.834961
12,11,0,1,6.206774
10,16,0,0,8.690753
17,12,1,1,15.48671
10,13,0,1,9.124426
15,20,1,0,6.815345
12,13,0,0,8.351793
10,40,0,0,11.11172
10,31,0,0,6.958857
6,10,0,0,11.42184
14,12,0,0,10.87888
6,32,0,0,8.427184
10,20,0,1,7.142873
12,5,0,0,5.654368
6,15,0,1,5.984026
12,20,0,0,8.757526
10,35,0,0,7.455977
15,21,1,0,9.800057
10,12,0,1,10.37023
10,7,0,0,9.493556
17,10,1,0,26.75943
12,15,0,0,8.27977
10,34,0,0,8.965057
17,7,1,1,8.81046
17,31,1,0,34.54431
17,28,1,0,24.84828
12,30,0,1,9.2026
10,45,0,1,7.26201
12,32,0,0,19.29346
10,19,0,1,15.38414
10,14,0,0,10.92213
6,52,0,0,7.595402
12,18,0,0,12.59264
10,16,0,0,11.56954
17,3,1,1,4.402931
15,17,1,1,16.33931
10,6,0,0,5.773219
0,49,0,1,30.4867
12,42,0,0,13.90885
10,37,0,0,5.335776
12,22,0,0,6.373563
12,42,0,0,14.91178
12,16,0,0,10.70351
12,44,0,1,14.6062
10,21,0,0,11.81461
12,42,0,0,18.89034
14,33,0,1,6.794192
15,18,1,0,7.014483
17,12,1,0,32.10184
15,11,1,0,16.66141
15,17,1,1,7.241379
15,43,1,0,15.19443
12,43,0,0,13.041
6,42,0,0,10.68569
6,38,0,0,11.18391
17,5,1,0,10.62299
17,6,1,0,12.31523
15,24,1,0,35.80222
6,33,0,0,7.928678
17,12,1,1,55.54441
6,35,0,0,7.713678
10,43,0,1,15.42441
17,29,1,0,9.50454
17,24,1,1,18.24249
17,42,1,0,9.891954
12,25,0,1,6.115287
12,4,0,1,5.747127
18,11,1,0,13.44703
0,31,0,1,18.6469
17,20,1,1,6.26954
12,23,0,0,11.02109
6,40,0,1,6.388046
14,9,0,0,6.938161
15,28,1,1,6.331092
14,15,0,1,6.315403
15,12,1,1,24.13155
6,13,0,0,8.44787
15,20,1,0,22.51777
12,17,0,0,13.53184
10,16,0,0,6.187529
6,21,0,0,10.00845
6,51,0,0,14.2954
12,18,0,1,11.70707
12,32,0,0,5.709655
10,14,0,0,5.979598
12,33,0,1,13.49431
6,18,0,0,6.226034
15,32,1,1,16.64075
12,7,0,0,8.159368
12,17,0,1,11.2181
15,4,1,1,6.479023
14,14,0,0,8.298851
10,23,0,0,6.92161
17,21,1,1,31.17592
10,20,0,0,5.813793
10,27,0,0,9.726666
10,31,0,0,7.460678
17,6,1,1,10.50084
12,20,0,1,8.620689
12,30,0,0,12.11178
6,27,0,0,17.06466
15,14,1,0,8.902645
10,25,0,0,7.146724
17,23,1,1,18.58977
17,9,1,0,8.92362
12,22,0,1,7.679803
14,21,0,1,15.41097
15,18,1,0,17.52874
14,25,0,1,6.693793
10,24,0,0,8.891609
6,28,0,0,12.09741
6,51,0,0,8.543295
17,25,1,0,36.53473
14,14,0,0,11.62954
15,28,1,0,10.65901
14,12,0,0,10.40138
12,40,0,1,14.76575
17,12,1,0,13.90063
12,25,0,1,7.875
12,18,0,0,12.71649
6,27,0,0,11.22897
12,16,0,0,5.684828
12,41,0,1,9.41596
12,16,0,1,9.743391
14,28,0,0,25.36782
6,43,0,1,7.96
17,15,1,1,16.49674
12,23,0,0,6.655698
17,39,1,1,6.914559
15,17,1,1,24.89373
10,36,0,0,11.44525
10,13,0,0,6.50592
6,49,0,1,7.15238
12,29,0,1,12.28879
10,35,0,0,6.887816
14,6,0,0,12.41976
12,7,0,1,8.132348
10,29,0,0,9.100115
10,37,0,0,9.585402
10,15,0,0,12.03366
12,29,0,0,13.58621
17,9,1,0,11.00307
6,38,0,0,9.300057
12,37,0,0,19.57383
10,38,0,1,6.928448
10,16,0,0,6.340632
17,5,1,0,7.679885
6,46,0,1,4.326437
10,28,0,0,7.403793
6,41,0,1,5.152759
10,22,0,1,5.448506
17,30,1,0,23.60604
10,37,0,0,17.05646
14,13,0,0,7.848391
10,19,0,0,7.262356
6,27,0,0,11.98856
17,4,1,1,11.97322
10,11,0,1,11.1954
10,23,0,1,6.174483
17,21,1,1,8.722241
10,29,0,1,7.358793
17,2,1,1,10.64253
10,22,0,1,5.831954
14,12,0,1,11.19129
15,18,1,1,8.30866
10,18,0,0,6.468966
17,13,1,0,24.50535
6,27,0,1,5.469534
10,33,0,0,13.89724
10,36,0,0,13.68896
18,14,1,0,17.63611
12,11,0,0,6.292471
12,25,0,0,11.89714
12,32,0,0,8.57408
15,31,1,1,11.10182
10,32,0,0,10.04006
6,32,0,0,9.573096
6,41,0,0,7.807441
17,39,1,0,69.83665
10,27,0,0,20.57058
14,19,0,1,8.484063
14,37,0,1,8.872988
14,30,0,1,6.41927
10,9,0,0,7.892471
10,4,0,0,7.097701
10,19,0,0,7.277816
10,17,0,0,11.6216
17,13,1,0,22.74912
6,36,0,1,5.800747
6,19,0,0,6.91092
6,39,0,1,5.996896
12,11,0,0,5.463372
14,30,0,0,7.639771
15,22,1,0,20.85868
6,41,0,1,6.018391
17,13,1,1,14.30581
6,28,0,1,9.037027
10,19,0,0,17.52147
15,8,1,1,9.817988
14,12,0,0,8.708965
6,22,0,1,9.535632
15,12,1,0,6.248333
17,15,1,0,75.13486
6,27,0,0,6.387586
17,9,1,0,7.183908
6,41,0,1,7.048276
10,15,0,0,9.462242
6,21,0,0,7.306035
6,42,0,0,11.25787
12,14,0,1,7.32372
17,10,1,1,19.64322
15,16,1,1,4.901149
12,40,0,0,14.81108
6,49,0,1,6.204036
17,9,1,1,12.88364
6,48,0,0,21.52538
10,24,0,1,6.79941
12,25,0,1,6.526437
6,31,0,1,16.5921
10,30,0,0,4.986207
10,27,0,1,7.651433
14,26,0,0,13.61362
12,26,0,0,17.1092
10,23,0,1,4.369896
10,28,0,0,7.582479
10,45,0,0,25.15326
10,14,0,0,7.477242
12,23,0,1,5.826897
6,37,0,0,7.804244
14,24,0,0,20.15195
14,2,0,1,8.220296
10,9,0,0,6.897817
15,22,1,0,5.684713
12,19,0,1,6.744598
17,7,1,1,14.96591
10,17,0,0,11.01218
6,29,0,0,12.26404
0,47,0,1,29.60847
15,13,1,0,22.97877
15,6,1,1,11.1004
6,31,0,1,9.056552
17,16,1,1,8.053149
10,44,0,1,8.33353
17,7,1,1,12.31529
6,28,0,1,8.353418
10,34,0,0,11.02086
6,50,0,0,18.90754
12,28,0,0,22.67762
14,39,0,1,12.04379
10,6,0,0,5.057471
17,11,1,1,8.128736
17,26,1,0,21.48459
10,21,0,0,7.704081
12,30,0,1,14.59966
10,29,0,1,5.397299
10,12,0,0,4.246666
12,10,0,0,6.537578
17,10,1,1,22.90702
17,34,1,0,35.51724
12,34,0,0,18.92524
10,22,0,1,16.74877
17,14,1,1,11.85635
15,31,1,1,15.36276
15,14,1,0,13.54678
14,27,0,0,31.62012
17,28,1,0,55.79827
6,16,0,0,9.32751
6,26,0,0,9.613564
10,14,0,0,9.434598
17,11,1,0,22.41626
12,16,0,0,8.881314
10,24,0,0,8.564713
10,28,0,1,6.218621
10,8,0,1,5.193717
6,14,0,0,19.36025
12,20,0,0,8.353506
6,30,0,1,4.698276
12,27,0,0,6.88069
17,22,1,1,34.16226
17,11,1,1,12.49291
10,34,0,0,11.36962
14,23,0,0,19.13034
14,19,0,1,6.179901
12,42,0,1,172.3883
0,63,0,0,126.3939
12,9,0,0,7.865787
12,20,0,0,10.70626
6,25,0,0,5.643448
10,24,0,1,4.015517
15,6,1,0,11.07023
6,41,0,0,27.51896
17,3,1,1,11.14333
10,27,0,1,9.684072
12,20,0,1,6.531724
6,44,0,1,6.228448
17,10,1,1,7.09454
14,21,0,0,10.03895
10,21,0,0,7.848103
6,24,0,0,17.78374
14,32,0,0,12.15271
10,29,0,0,12.51098
15,31,1,1,12.04199
17,12,1,0,14.59971
14,1,0,0,4.347701
17,4,1,1,6.457701
6,30,0,0,8.662586
12,38,0,0,13.28759
17,36,1,0,35.44397
14,24,0,0,6.984025
12,8,0,1,8.576271
17,12,1,0,17.1927
6,22,0,0,14.98723
15,3,1,1,9.98515
10,21,0,1,8.082127
6,33,0,0,9.516035
17,15,1,1,10.59856
10,38,0,1,6.750826
15,22,1,0,11.8646
6,45,0,0,8.167471
12,25,0,0,17.68191
6,41,0,1,6.630575
15,9,1,1,9.802011
10,29,0,1,8.360582
15,20,1,0,18.87299
17,23,1,0,10.13597
10,40,0,0,11.94109
10,12,0,0,7.700058
10,23,0,0,9.36954
17,4,1,1,20.29275
6,32,0,0,12.87902
6,40,0,0,8.859655
12,15,0,0,16.43971
14,9,0,1,7.581487
15,38,1,0,6.608621
12,16,0,0,8.567701
14,20,0,0,8.962356
10,29,0,0,18.12744
15,34,1,1,20.6175
10,23,0,1,9.905172
14,3,0,1,6.301149
10,6,0,0,4.744253
12,13,0,0,4.790345
10,15,0,0,6.146552
12,22,0,0,6.900575
15,18,1,0,7.829712
6,18,0,0,8.58023
10,14,0,1,5.702874
17,16,1,1,10.61008
6,39,0,0,7.847356
10,33,0,1,6.449655
14,16,0,0,9.638851
15,19,1,0,11.25408
17,14,1,1,11.26726
10,30,0,1,6.764224
10,14,0,1,9.983563
10,4,0,0,5.393104
6,37,0,0,6.37931
12,12,0,0,8.289426
10,38,0,0,14.90695
12,25,0,0,7.974598
6,24,0,0,7.873046
6,37,0,0,10.69983
6,46,0,0,15.06431
10,8,0,1,7.742409
6,27,0,0,7.859597
10,13,0,1,5.847701
10,40,0,1,6.826411
10,9,0,1,6.183448
15,20,1,1,12.31006
6,21,0,1,7.154483
10,17,0,0,7.422472
10,24,0,0,16.81
15,32,1,1,13.66476
10,27,0,1,10.98601
15,12,1,1,11.37397
17,6,1,0,18.13931
6,17,0,1,18.03777
12,23,0,0,33.50811
12,21,0,0,10.9625
6,29,0,1,13.1386
14,10,0,0,7.340287
12,27,0,1,9.898223
12,10,0,0,8.188334
12,18,0,0,15.94218
10,15,0,0,6.974483
6,14,0,1,8.005583
10,26,0,0,19.80946
6,44,0,1,11.48559
12,12,0,0,5.987414
10,36,0,0,6.139917
14,15,0,0,12.13244
6,19,0,0,5.725632
6,54,0,0,11.32776
14,20,0,0,25.46419
10,7,0,1,7.22069
14,22,0,0,13.44741
12,20,0,0,11.93764
15,25,1,1,21.04901
6,18,0,1,10.69046
12,23,0,0,6.800354
6,32,0,0,6.638333
6,35,0,0,10.07619
15,41,1,1,10.6845
15,4,1,1,12.44221
15,19,1,0,8.710517
12,28,0,0,10.97902
17,11,1,0,15.60814
10,45,0,0,6.852816
14,8,0,0,12.57315
10,16,0,0,4.954406
14,25,0,1,6.061706
10,7,0,0,7.548391
12,27,0,0,11.37886
10,7,0,0,11.65852
10,30,0,0,7.965575
14,7,0,1,6.453678
12,22,0,1,6.246581
17,13,1,1,10.51035
12,17,0,1,8.149885
15,11,1,1,14.39619
10,22,0,0,11.37074
10,18,0,1,4.923218
6,51,0,0,11.40345
12,31,0,1,28.95974
6,26,0,0,8.263793
17,17,1,1,16.59342
12,28,0,0,9.777042
10,27,0,0,6.429138
10,12,0,1,5.911494
6,30,0,1,5.52638
15,34,1,1,16.42489
15,5,1,1,10.14167
6,12,0,0,6.762299
12,38,0,0,6.325317
6,36,0,1,5.248391
17,21,1,1,36.48125
14,10,0,0,11.54741
15,24,1,0,16.81623
10,29,0,0,7.173161
14,12,0,0,5.965575
15,8,1,0,25.88205
12,20,0,0,30.09345
10,34,0,0,33.69695
12,10,0,1,6.434387
17,28,1,0,38.48472
10,28,0,0,8.236185
6,25,0,0,7.438448
10,26,0,0,5.466437
17,30,1,0,19.283
12,21,0,0,9.362391
12,34,0,1,8.839598
6,42,0,0,13.53155
10,13,0,0,6.465517
14,12,0,0,10.19883
17,9,1,1,12.62069
14,36,0,0,15.41962
6,47,0,0,16.12176
6,27,0,0,10.63218
12,23,0,0,11.57902
17,28,1,0,18.55958
6,34,0,0,8.714899
12,29,0,0,7.638613
12,22,0,1,10.79738
6,45,0,1,6.347471
10,28,0,0,6.853283
10,3,0,0,6.264254
12,23,0,0,10.18736
15,17,1,1,10.62931
10,30,0,0,23.0677
12,21,0,1,10.48906
15,41,1,0,14.9025
17,17,1,1,5.967242
14,34,0,0,22.13925
17,18,1,1,12.09281
10,19,0,1,4.612053
6,52,0,0,15.08851
6,9,0,0,6.288391
10,20,0,0,9.124713
0,27,0,0,6.471897
15,9,1,1,9.267414
17,16,1,1,28.83299
10,25,0,1,9.652413
15,6,1,0,8.459656
10,9,0,0,8.599655
10,16,0,0,14.36851
6,20,0,1,5.268966
10,32,0,0,12.88851
10,36,0,1,13.67488
17,32,1,1,14.45954
10,15,0,0,5.973506
12,19,0,0,13.52246
15,37,1,0,53.86782
17,20,1,1,25.1015
14,25,0,0,16.93011
17,9,1,1,8.151877
6,38,0,1,5.954655
12,25,0,0,10.44362
10,21,0,0,6.047816
6,13,0,0,6.020968
14,26,0,1,10.79282
10,27,0,0,15.17224
10,30,0,1,8.719632
12,12,0,1,5.749598
10,18,0,0,10.7376
15,26,1,0,26.93328
17,31,1,0,12.16935
15,19,1,1,14.65701
14,13,0,0,7.178316
6,37,0,0,19.12793
12,28,0,1,11.44974
12,17,0,0,4.729196
12,35,0,1,6.93511
14,23,0,0,20.50311
12,12,0,0,13.56816
10,43,0,1,10.80215
10,16,0,0,8.450288
14,18,0,0,7.162644
10,11,0,0,8.341723
10,7,0,1,4.923793
10,46,0,0,9.144533
12,14,0,1,6.350287
17,11,1,1,16.76241
14,19,0,0,11.71514
6,27,0,0,7.062332
14,26,0,0,15.80546
10,22,0,0,12.48391
12,35,0,1,11.97822
14,5,0,1,9.912972
17,13,1,1,18.61149
6,30,0,0,6.880396
6,21,0,1,4.627126
10,34,0,1,5.33092
12,25,0,1,10.6977
12,15,0,0,9.906724
10,33,0,0,12.74753
6,45,0,0,6.443103
14,38,0,0,21.19421
6,31,0,0,9.754483
12,38,0,1,9.083941
12,22,0,1,7.684598
6,44,0,0,9.267184
10,17,0,1,9.709713
10,8,0,1,7.005596
6,9,0,0,5.039827
0,54,0,0,38.75507
14,20,0,1,6.416322
6,41,0,0,10.75437
15,8,1,0,13.69879
10,40,0,0,15.70712
17,8,1,1,10.19569
10,14,0,0,9.622241
10,27,0,0,9.744195
15,16,1,1,10.18762
6,51,0,0,16.11517
10,31,0,0,14.94736
10,37,0,0,20.01667
14,14,0,0,8.048161
12,11,0,0,6.162414
10,49,0,1,6.309517
14,14,0,0,11.42845
12,12,0,0,11.5769
14,10,0,0,10.84568
15,10,1,0,16.39316
12,30,0,0,12.81167
12,25,0,0,15.68034
12,12,0,0,21.18774
15,42,1,0,19.03487
6,23,0,0,5.615057
17,11,1,1,12.17729
15,29,1,0,19.82023
12,37,0,0,21.06144
12,25,0,1,6.541494
15,11,1,1,8.474712
15,23,1,1,6.690114
12,30,0,0,21.55655
10,11,0,0,12.50826
12,27,0,1,5.427931
15,20,1,0,15.28385
14,9,0,0,7.585971
17,20,1,0,10.06126
6,35,0,1,4.938403
12,40,0,0,12.06046
12,30,0,0,12.17036
6,45,0,1,7.184827
10,22,0,1,9.253678
12,46,0,0,45.36598
10,22,0,0,12.25121
17,17,1,0,37.5123
18,14,1,0,44.01046
6,31,0,0,7.490115
12,34,0,1,21.83653
12,21,0,0,14.82924
6,23,0,0,11.15149
15,15,1,1,7.963965
12,10,0,1,15.74212
12,28,0,1,5.788046
14,28,0,0,6.74
15,14,1,1,7.455732
10,28,0,0,11.92506
14,27,0,0,13.23666
14,11,0,0,9.688621
17,18,1,1,17.92776
14,19,0,0,9.620659
6,46,0,0,5.073088
6,26,0,0,7.25908
14,40,0,0,17.1246
6,37,0,0,37.86195
10,30,0,0,16.32138
12,11,0,0,7.804598
15,18,1,1,17.56277
12,20,0,1,7.663275
17,21,1,0,73.27586
